0.919,0.117,-0.161,0.601,0.484
0.924,0.119,-0.160,0.600,0.405
0.928,0.122,-0.158,0.522,0.445
0.932,0.124,-0.156,0.562,0.504
0.936,0.127,-0.154,0.621,0.463
0.940,0.129,-0.152,0.464,0.526
0.944,0.131,-0.149,0.425,0.566
0.949,0.133,-0.147,0.502,0.466
0.953,0.135,-0.146,0.460,0.328
0.957,0.136,-0.145,0.283,0.390
0.961,0.137,-0.142,0.285,0.450
0.965,0.139,-0.141,0.361,0.290
0.969,0.140,-0.140,0.343,0.389
0.973,0.142,-0.138,0.324,0.429
0.978,0.143,-0.136,0.224,0.352
0.982,0.143,-0.135,0.242,0.272
0.986,0.145,-0.134,0.321,0.271
0.990,0.146,-0.133,0.243,0.351
0.994,0.147,-0.131,0.182,0.254
0.998,0.148,-0.130,0.122,0.195
1.003,0.148,-0.129,8.351E-2,0.255
1.007,0.148,-0.128,0.143,0.274
1.011,0.149,-0.127,0.182,0.214
1.015,0.150,-0.127,0.162,0.215
1.019,0.150,-0.125,8.213E-2,0.176
1.023,0.151,-0.125,6.065E-2,7.799E-2
1.028,0.151,-0.125,6.713E-2,6.891E-2
1.032,0.151,-0.124,7.002E-2,7.862E-2
1.036,0.151,-0.124,7.187E-2,8.325E-2
1.040,0.152,-0.124,3.533E-3,-3.721E-2
1.044,0.152,-0.124,-5.788E-2,-0.145
1.048,0.151,-0.125,-8.618E-2,-0.145
1.053,0.151,-0.126,-0.107,-0.145
1.057,0.150,-0.126,-0.128,-0.144
1.061,0.150,-0.127,-0.170,-0.164
1.065,0.149,-0.128,-0.222,-0.163
1.069,0.148,-0.128,-0.169,-9.116E-2
1.073,0.148,-0.128,-0.127,-0.113
1.078,0.147,-0.129,-0.170,-0.164
1.082,0.146,-0.130,-0.129,-0.176
1.086,0.146,-0.131,-0.202,-0.185
1.090,0.144,-0.131,-0.213,-0.247
1.094,0.144,-0.133,-0.214,-0.299
1.098,0.143,-0.134,-0.298,-0.308
1.102,0.141,-0.135,-0.257,-0.320
1.107,0.141,-0.136,-0.257,-0.320
1.111,0.139,-0.138,-0.256,-0.278
1.115,0.138,-0.139,-0.204,-0.331
1.119,0.138,-0.141,-0.271,-0.539
1.123,0.136,-0.143,-0.365,-0.569
1.127,0.135,-0.145,-0.364,-0.464
1.132,0.133,-0.147,-0.435,-0.348
1.136,0.131,-0.148,-0.456,-0.379
1.140,0.129,-0.150,-0.490,-0.504
1.144,0.127,-0.152,-0.402,-0.516
1.148,0.126,-0.155,-0.350,-0.597
1.152,0.124,-0.157,-0.485,-0.555
1.157,0.122,-0.159,-0.661,-0.552
1.161,0.118,-0.162,-0.714,-0.551
1.165,0.116,-0.164,-0.623,-0.412
1.169,0.113,-0.165,-0.606,-0.412
1.173,0.111,-0.167,-0.624,-0.447
1.177,0.108,-0.169,-0.766,-0.515
1.182,0.105,-0.171,-0.818,-0.496
1.186,0.101,-0.173,-0.797,-0.459
1.190,9.787E-2,-0.175,-0.759,-0.555
1.194,9.492E-2,-0.178,-0.755,-0.485
1.198,9.158E-2,-0.179,-0.755,-0.435
1.202,8.863E-2,-0.182,-0.780,-0.459
1.206,8.508E-2,-0.183,-0.955,-0.506
1.211,8.067E-2,-0.186,-0.955,-0.531
1.215,7.712E-2,-0.188,-0.807,-0.559
1.219,7.395E-2,-0.190,-0.853,-0.383
1.223,7.000E-2,-0.191,-1.101,-0.304
1.227,6.478E-2,-0.193,-1.028,-0.430
1.231,6.144E-2,-0.194,-0.940,-0.330
1.236,5.695E-2,-0.196,-1.055,-0.312
1.240,5.264E-2,-0.197,-1.013,-0.279
1.244,4.851E-2,-0.198,-1.053,-0.318
1.248,4.387E-2,-0.200,-1.034,-0.338
1.252,3.989E-2,-0.201,-1.033,-0.278
1.256,3.526E-2,-0.202,-1.111,-0.238
1.261,3.064E-2,-0.203,-1.189,-0.197
1.265,2.535E-2,-0.204,-1.187,-7.809E-2
1.269,2.074E-2,-0.203,-1.188,-0.137
1.273,1.545E-2,-0.205,-1.091,-0.218
1.277,1.165E-2,-0.205,-1.312,-0.150
1.281,6.705E-3,-0.206,-1.267,-0.116
1.286,1.096E-3,-0.206,-1.228,-0.137
1.290,-3.525E-3,-0.207,-1.068,-2.089E-2
1.294,-7.800E-3,-0.206,-1.063,0.256
1.298,-1.238E-2,-0.205,-1.120,0.375
1.302,-1.713E-2,-0.203,-1.025,0.136
1.306,-2.093E-2,-0.204,-0.989,-2.227E-2
1.310,-2.537E-2,-0.204,-1.085,9.799E-2
1.315,-2.997E-2,-0.203,-1.044,0.176
1.319,-3.407E-2,-0.202,-1.162,0.218
1.323,-3.965E-2,-0.201,-1.201,0.258
1.327,-4.408E-2,-0.200,-1.062,0.295
1.331,-4.850E-2,-0.198,-1.080,0.414
1.335,-5.308E-2,-0.196,-1.001,0.373
1.340,-5.685E-2,-0.195,-0.826,0.232
1.344,-5.996E-2,-0.194,-0.864,0.292
1.348,-6.405E-2,-0.193,-1.079,0.473
1.352,-6.895E-2,-0.191,-0.960,0.452
1.356,-7.206E-2,-0.189,-0.862,0.410
1.360,-7.614E-2,-0.187,-0.823,0.410
1.365,-7.891E-2,-0.186,-0.921,0.451
1.369,-8.381E-2,-0.183,-1.059,0.493
1.373,-8.774E-2,-0.182,-0.783,0.307
1.377,-9.034E-2,-0.181,-0.680,0.391
1.381,-9.341E-2,-0.178,-0.728,0.610
1.385,-9.641E-2,-0.176,-0.764,0.568
1.390,-9.977E-2,-0.174,-0.798,0.422
1.394,-0.103,-0.172,-0.673,0.378
1.398,-0.105,-0.171,-0.650,0.492
1.402,-0.108,-0.168,-0.661,0.472
1.406,-0.111,-0.167,-0.587,0.479
1.410,-0.113,-0.164,-0.592,0.525
1.414,-0.116,-0.162,-0.615,0.409
1.419,-0.118,-0.161,-0.514,0.507
1.423,-0.120,-0.158,-0.464,0.531
1.427,-0.122,-0.156,-0.764,0.462
1.431,-0.126,-0.154,-0.614,0.484
1.435,-0.127,-0.152,-0.467,0.357
1.439,-0.130,-0.151,-0.394,0.256
1.444,-0.131,-0.150,-0.144,0.326
1.448,-0.132,-0.148,-0.317,0.379
1.452,-0.133,-0.147,-0.416,0.406
1.456,-0.135,-0.145,-0.440,0.456
1.460,-0.137,-0.143,-0.489,0.507
1.464,-0.139,-0.141,-0.367,0.460
1.469,-0.140,-0.139,-0.324,0.382
1.473,-0.142,-0.138,-0.270,0.279
1.477,-0.142,-0.137,-0.165,0.242
1.481,-0.143,-0.136,-6.139E-2,0.114
1.485,-0.143,-0.136,-0.131,0.178
1.489,-0.144,-0.134,-0.241,0.335
1.494,-0.145,-0.133,-0.137,0.200
1.498,-0.145,-0.133,-0.152,0.193
1.502,-0.146,-0.132,-0.165,0.207
1.506,-0.147,-0.131,-0.138,0.157
1.510,-0.147,-0.130,-0.117,0.129
1.514,-0.148,-0.130,-8.918E-2,0.135
1.518,-0.148,-0.129,-8.942E-2,0.121
1.523,-0.149,-0.129,-0.111,0.108
1.527,-0.149,-0.128,-8.312E-2,7.891E-2
1.531,-0.149,-0.128,-6.200E-2,7.854E-2
1.535,-0.149,-0.128,-0.111,0.101
1.539,-0.150,-0.127,0.166,-0.193
1.543,-0.148,-0.129,0.352,-0.400
1.548,-0.147,-0.131,0.173,-0.200
1.552,-0.147,-0.131,0.145,-0.164
1.556,-0.146,-0.132,8.942E-2,-0.121
1.560,-0.146,-0.132,4.731E-2,-0.113
1.564,-0.146,-0.133,8.066E-2,-0.220
1.568,-0.145,-0.134,9.573E-2,-0.164
1.573,-0.145,-0.134,0.159,-0.144
1.577,-0.144,-0.135,0.201,-0.165
1.581,-0.143,-0.136,0.188,-0.130
1.585,-0.142,-0.136,0.194,-0.158
1.589,-0.141,-0.137,0.257,-0.223
1.593,-0.140,-0.138,0.368,-0.302
1.598,-0.138,-0.139,0.437,-0.367
1.602,-0.137,-0.141,0.480,-0.318
1.606,-0.134,-0.142,0.425,-0.254
1.610,-0.133,-0.143,0.333,-0.280
1.614,-0.132,-0.144,0.336,-0.322
1.618,-0.130,-0.146,0.341,-0.302
1.622,-0.129,-0.147,0.372,-0.402
1.627,-0.127,-0.149,0.434,-0.506
1.631,-0.125,-0.151,0.403,-0.465
1.635,-0.124,-0.153,0.379,-0.526
1.639,-0.122,-0.156,0.521,-0.564
1.643,-0.119,-0.158,0.584,-0.485
1.647,-0.117,-0.160,0.546,-0.425
1.652,-0.115,-0.161,0.487,-0.424
1.656,-0.113,-0.163,0.545,-0.464
1.660,-0.110,-0.165,0.644,-0.446
1.664,-0.108,-0.167,0.625,-0.426
1.668,-0.105,-0.169,0.663,-0.486
1.672,-0.102,-0.171,0.761,-0.567
1.677,-9.879E-2,-0.173,0.780,-0.587
1.681,-9.570E-2,-0.176,0.684,-0.447
1.685,-9.309E-2,-0.177,0.744,-0.428
1.689,-8.951E-2,-0.179,0.822,-0.469
1.693,-8.624E-2,-0.181,0.763,-0.428
1.697,-8.315E-2,-0.183,0.783,-0.429
1.702,-7.972E-2,-0.185,0.802,-0.449
1.706,-7.646E-2,-0.187,0.801,-0.548
1.710,-7.305E-2,-0.189,0.939,-0.550
1.714,-6.863E-2,-0.191,1.000,-0.432
1.718,-6.471E-2,-0.193,0.942,-0.372
1.722,-6.078E-2,-0.194,0.943,-0.293
1.726,-5.685E-2,-0.195,0.905,-0.253
1.731,-5.324E-2,-0.196,1.002,-0.314
1.735,-4.849E-2,-0.198,1.043,-0.236
1.739,-4.455E-2,-0.198,1.062,-0.275
1.743,-3.964E-2,-0.200,1.161,-0.277
1.747,-3.487E-2,-0.201,1.064,-0.177
1.751,-3.077E-2,-0.202,1.024,-0.235
1.756,-2.634E-2,-0.203,1.161,-0.297
1.760,-2.110E-2,-0.204,1.201,-0.258
1.764,-1.634E-2,-0.205,1.065,-0.117
1.768,-1.222E-2,-0.205,1.206,-0.203
1.772,-6.286E-3,-0.207,1.438,-0.215
1.776,-2.360E-4,-0.207,1.341,-2.341E-2
1.781,4.891E-3,-0.207,1.070,5.166E-2
1.785,8.677E-3,-0.206,0.818,7.001E-2
1.789,1.171E-2,-0.206,0.687,0.156
1.793,1.440E-2,-0.205,0.843,0.237
1.797,1.873E-2,-0.204,1.103,0.302
1.801,2.359E-2,-0.203,1.229,0.314
1.806,2.897E-2,-0.202,1.087,0.247
1.810,3.265E-2,-0.201,0.919,0.250
1.814,3.663E-2,-0.199,1.081,0.289
1.818,4.166E-2,-0.198,1.136,0.260
1.822,4.610E-2,-0.197,1.315,0.274
1.826,5.042E-2,-0.196,1.157,0.279
1.831,5.574E-2,-0.195,1.115,0.312
1.835,5.971E-2,-0.194,0.953,0.260
1.839,6.368E-2,-0.193,0.915,0.340
1.843,6.734E-2,-0.191,0.799,0.460
1.847,7.034E-2,-0.189,0.877,0.420
1.851,7.465E-2,-0.187,0.876,0.341
1.855,7.763E-2,-0.186,0.916,0.379
1.860,8.228E-2,-0.184,0.957,0.458
1.864,8.561E-2,-0.182,0.840,0.539
1.868,8.927E-2,-0.180,0.878,0.459
1.872,9.292E-2,-0.178,0.758,0.422
1.876,9.560E-2,-0.176,0.641,0.503
1.880,9.826E-2,-0.174,0.801,0.619
1.885,0.102,-0.171,0.880,0.578
1.889,0.106,-0.169,0.681,0.502
1.893,0.108,-0.167,0.562,0.465
1.897,0.110,-0.166,0.641,0.503
1.901,0.113,-0.163,0.483,0.466
1.905,0.114,-0.162,0.641,0.503
1.910,0.119,-0.158,0.800,0.539
1.914,0.121,-0.157,0.519,0.307
1.918,0.123,-0.156,0.481,0.387
1.922,0.125,-0.154,0.444,0.506
1.926,0.127,-0.152,0.481,0.387
1.930,0.129,-0.151,0.559,0.346
1.935,0.131,-0.149,0.365,0.547
1.939,0.132,-0.146,0.364,0.468
1.943,0.134,-0.145,0.440,0.309
1.947,0.136,-0.144,0.401,0.349
1.951,0.138,-0.142,0.363,0.429
1.955,0.139,-0.140,0.245,0.431
1.959,0.140,-0.138,0.284,0.390
1.964,0.141,-0.137,0.281,0.272
1.968,0.142,-0.136,0.361,0.270
1.972,0.144,-0.135,0.320,0.232
1.976,0.145,-0.134,0.208,0.222
1.980,0.146,-0.133,0.229,0.316
1.984,0.147,-0.132,0.173,0.243
1.989,0.147,-0.131,0.151,0.202
1.993,0.148,-0.130,0.122,0.153
1.997,0.148,-0.129,8.669E-2,0.125
2.001,0.149,-0.129,9.373E-2,0.125
2.005,0.149,-0.128,0.115,0.146
2.009,0.150,-0.128,8.644E-2,0.111
2.014,0.150,-0.127,5.051E-2,6.953E-2
2.018,0.150,-0.127,7.212E-2,9.732E-2
2.022,0.150,-0.127,6.483E-2,8.337E-2
2.026,0.151,-0.126,-2.161E-2,-2.779E-2
2.030,0.150,-0.127,-7.224E-2,-0.104
2.034,0.150,-0.127,-8.644E-2,-0.111
2.039,0.149,-0.128,-0.107,-9.671E-2
2.043,0.149,-0.128,-9.299E-2,-8.288E-2
2.047,0.149,-0.128,-0.100,-8.979E-2
2.051,0.148,-0.129,-0.143,-0.124
2.055,0.148,-0.130,-0.172,-0.159
2.059,0.147,-0.130,-0.157,-0.145
2.063,0.146,-0.131,-0.136,-0.138
2.068,0.146,-0.131,-0.222,-0.214
2.072,0.144,-0.133,-0.308,-0.297
2.076,0.143,-0.134,-0.272,-0.270
2.080,0.142,-0.135,-0.200,-0.249
2.084,0.141,-0.136,-0.270,-0.287
2.088,0.140,-0.137,-0.284,-0.274
2.093,0.139,-0.138,-0.244,-0.295
2.097,0.138,-0.140,-0.375,-0.362
2.101,0.136,-0.141,-0.326,-0.423
2.105,0.135,-0.143,-0.296,-0.403
2.109,0.133,-0.145,-0.375,-0.362
2.113,0.132,-0.146,-0.415,-0.401
2.118,0.130,-0.148,-0.436,-0.470
2.122,0.128,-0.150,-0.393,-0.615
2.126,0.127,-0.153,-0.404,-0.571
2.130,0.125,-0.155,-0.430,-0.443
2.134,0.123,-0.157,-0.473,-0.464
2.138,0.121,-0.159,-0.585,-0.447
2.143,0.118,-0.160,-0.607,-0.461
2.147,0.116,-0.163,-0.630,-0.573
2.151,0.113,-0.165,-0.698,-0.533
2.155,0.110,-0.167,-0.662,-0.449
2.159,0.108,-0.169,-0.682,-0.449
2.163,0.104,-0.171,-0.744,-0.422
2.167,0.101,-0.172,-0.761,-0.386
2.172,9.812E-2,-0.174,-0.771,-0.469
2.176,9.490E-2,-0.176,-0.747,-0.564
2.180,9.190E-2,-0.179,-0.807,-0.504
2.184,8.817E-2,-0.181,-0.851,-0.444
2.188,8.481E-2,-0.182,-0.806,-0.444
2.192,8.145E-2,-0.184,-0.761,-0.416
2.197,7.847E-2,-0.186,-0.836,-0.429
2.201,7.449E-2,-0.188,-0.998,-0.397
2.205,7.015E-2,-0.189,-1.012,-0.375
2.209,6.606E-2,-0.191,-0.909,-0.362
2.213,6.257E-2,-0.192,-0.977,-0.307
2.217,5.791E-2,-0.194,-1.028,-0.383
2.222,5.401E-2,-0.195,-0.991,-0.321
2.226,4.965E-2,-0.196,-1.025,-0.250
2.230,4.546E-2,-0.197,-0.997,-0.264
2.234,4.134E-2,-0.198,-1.082,-0.270
2.238,3.645E-2,-0.200,-1.212,-0.278
2.242,3.123E-2,-0.201,-1.051,-0.277
2.247,2.769E-2,-0.202,-0.956,-0.283
2.251,2.327E-2,-0.203,-1.042,-0.193
2.255,1.901E-2,-0.204,-1.093,-8.655E-2
2.259,1.416E-2,-0.204,-1.165,-0.173
2.263,9.301E-3,-0.205,-1.217,-0.155
2.267,4.019E-3,-0.205,-1.215,-3.160E-2
2.271,-8.258E-4,-0.205,-1.108,3.695E-2
2.276,-5.218E-3,-0.205,-1.123,0.213
2.280,-1.018E-2,-0.203,-1.087,0.283
2.284,-1.427E-2,-0.202,-0.949,0.105
2.288,-1.809E-2,-0.203,-0.914,6.877E-2
2.292,-2.189E-2,-0.202,-1.001,0.158
2.296,-2.643E-2,-0.201,-1.107,0.125
2.301,-3.111E-2,-0.201,-1.070,0.195
2.305,-3.535E-2,-0.200,-1.105,0.213
2.309,-4.033E-2,-0.199,-1.105,0.231
2.313,-4.456E-2,-0.198,-1.051,0.300
2.317,-4.908E-2,-0.197,-1.085,0.371
2.321,-5.360E-2,-0.195,-0.945,0.298
2.326,-5.696E-2,-0.194,-0.929,0.245
2.330,-6.134E-2,-0.193,-0.980,0.316
2.334,-6.513E-2,-0.191,-0.909,0.350
2.338,-6.892E-2,-0.190,-0.909,0.368
2.342,-7.271E-2,-0.188,-0.961,0.404
2.346,-7.693E-2,-0.186,-0.926,0.421
2.351,-8.042E-2,-0.185,-0.785,0.419
2.355,-8.347E-2,-0.183,-0.893,0.530
2.359,-8.786E-2,-0.180,-1.143,0.674
2.363,-9.109E-2,-0.178,-0.760,0.474
2.367,-9.420E-2,-0.176,-0.664,0.403
2.371,-9.662E-2,-0.175,-0.636,0.402
2.375,-9.950E-2,-0.173,-0.705,0.431
2.380,-0.102,-0.171,-0.649,0.444
2.384,-0.105,-0.169,-0.674,0.599
2.388,-0.108,-0.166,-0.704,0.501
2.392,-0.111,-0.165,-0.523,0.428
2.396,-0.112,-0.163,-0.511,0.372
2.400,-0.115,-0.162,-0.555,0.395
2.405,-0.117,-0.160,-0.623,0.512
2.409,-0.120,-0.158,-0.680,0.433
2.413,-0.123,-0.156,-0.436,0.429
2.417,-0.124,-0.154,-0.393,0.384
2.421,-0.126,-0.153,-0.548,0.365
2.425,-0.128,-0.151,-0.460,0.363
2.430,-0.130,-0.150,-0.370,0.384
2.434,-0.132,-0.148,-0.437,0.363
2.438,-0.134,-0.147,-0.481,0.430
2.442,-0.136,-0.144,-0.303,0.333
2.446,-0.136,-0.144,-0.210,0.289
2.450,-0.137,-0.142,-0.268,0.341
2.455,-0.138,-0.141,-0.318,0.317
2.459,-0.140,-0.139,-0.292,0.366
2.463,-0.141,-0.138,-0.206,0.315
2.467,-0.142,-0.137,-0.232,0.278
