0.058,0.154,-0.124,,
0.062,0.154,-0.124,-3.704E-2,-0.105
0.067,0.154,-0.125,-9.076E-2,-0.157
0.071,0.153,-0.126,,
0.075,,,,
0.079,0.152,-0.126,,
0.083,0.152,-0.127,-0.126,-0.139
0.087,0.151,-0.128,-0.108,-0.157
0.092,0.151,-0.128,-0.144,-0.191
0.096,0.150,-0.129,-0.198,-0.243
0.100,0.149,-0.130,-0.215,-0.225
0.104,0.148,-0.131,-0.215,-0.225
0.108,0.147,-0.132,-0.269,-0.277
0.112,0.146,-0.133,-0.250,-0.224
0.116,0.145,-0.134,-0.250,-0.224
0.121,0.144,-0.135,-0.323,-0.329
0.125,0.143,-0.137,-0.394,-0.380
0.129,0.141,-0.138,-0.395,-0.433
0.133,0.139,-0.140,-0.377,-0.416
0.137,0.138,-0.142,-0.429,-0.397
0.141,0.136,-0.144,-0.447,-0.397
0.146,0.134,-0.145,-0.430,-0.415
0.150,0.132,-0.147,-0.362,-0.557
0.154,0.131,-0.150,-0.416,-0.609
0.158,0.129,-0.152,-0.537,-0.484
0.162,0.126,-0.154,-0.537,-0.484
0.166,0.124,-0.156,-0.480,-0.446
0.171,0.122,-0.158,-0.484,-0.434
0.175,0.120,-0.160,-0.680,-0.547
0.179,0.117,-0.162,-0.717,-0.491
0.183,0.114,-0.164,-0.618,-0.473
0.187,0.112,-0.166,-0.695,-0.507
0.191,0.108,-0.168,-0.673,-0.519
0.196,0.106,-0.170,-0.904,-0.669
0.200,0.102,-0.172,-0.839,-0.500
0.204,9.897E-2,-0.175,-0.806,-0.534
0.208,9.575E-2,-0.177,-0.724,-0.585
0.212,9.294E-2,-0.179,-0.739,-0.518
0.216,8.958E-2,-0.181,-0.822,-0.467
0.220,8.609E-2,-0.183,-0.854,-0.433
0.225,8.247E-2,-0.185,-0.988,-0.481
0.229,7.786E-2,-0.187,-1.038,-0.513
0.233,7.381E-2,-0.189,-0.920,-0.416
0.237,7.019E-2,-0.191,-0.919,-0.366
0.241,6.615E-2,-0.192,-0.986,-0.348
0.245,6.198E-2,-0.194,-1.035,-0.314
0.250,5.753E-2,-0.195,-1.002,-0.331
0.254,5.363E-2,-0.196,-0.986,-0.381
0.258,4.931E-2,-0.198,-1.084,-0.280
0.262,4.460E-2,-0.199,-1.067,-0.247
0.266,4.042E-2,-0.200,-1.135,-0.345
0.270,3.514E-2,-0.202,-1.118,-0.329
0.275,3.111E-2,-0.203,-1.067,-0.247
0.279,2.625E-2,-0.204,-1.148,-0.163
0.283,2.154E-2,-0.204,-1.081,-0.114
0.287,1.724E-2,-0.205,-1.048,-0.148
0.291,1.280E-2,-0.205,-0.999,-0.165
0.295,8.914E-3,-0.206,-0.981,-0.116
0.300,4.620E-3,-0.206,-1.046,-1.494E-2
0.304,1.965E-4,-0.206,-1.193,0.120
0.308,-5.323E-3,-0.205,-1.290,0.255
0.312,-1.056E-2,-0.204,-1.273,0.288
0.316,-1.593E-2,-0.203,-1.175,0.203
0.320,-2.035E-2,-0.202,-1.110,0.152
0.324,-2.518E-2,-0.202,-1.109,0.202
0.329,-2.959E-2,-0.201,-1.175,0.236
0.333,-3.497E-2,-0.200,-1.141,0.236
0.337,-3.910E-2,-0.199,-1.075,0.251
0.341,-4.392E-2,-0.198,-1.059,0.218
0.345,-4.792E-2,-0.197,-0.991,0.300
0.349,-5.218E-2,-0.195,-1.023,0.333
0.354,-5.645E-2,-0.194,-1.022,0.416
0.358,-6.070E-2,-0.192,-0.889,0.431
0.362,-6.386E-2,-0.190,-0.848,0.234
0.366,-6.777E-2,-0.190,-0.962,0.294
0.370,-7.187E-2,-0.188,-1.041,0.486
0.374,-7.644E-2,-0.186,-0.980,0.491
0.379,-8.004E-2,-0.184,-0.842,0.469
0.383,-8.346E-2,-0.182,-0.763,0.428
0.387,-8.640E-2,-0.180,-0.764,0.409
0.391,-8.982E-2,-0.178,-0.862,0.450
0.395,-9.358E-2,-0.177,-0.802,0.469
0.399,-9.650E-2,-0.174,-0.724,0.428
0.404,-9.961E-2,-0.173,-0.664,0.446
0.408,-0.102,-0.171,-0.643,0.505
0.412,-0.105,-0.169,-0.801,0.548
0.416,-0.109,-0.166,-0.683,0.526
0.420,-0.111,-0.164,-0.566,0.385
0.424,-0.113,-0.163,-0.684,0.447
0.429,-0.116,-0.161,-0.523,0.582
0.433,-0.118,-0.158,-0.482,0.680
0.437,-0.120,-0.155,-0.465,0.542
0.441,-0.122,-0.154,-0.487,0.404
0.445,-0.124,-0.152,-0.487,0.424
0.449,-0.126,-0.150,-0.350,0.342
0.453,-0.127,-0.149,-0.427,0.422
0.458,-0.129,-0.147,-0.445,0.561
0.462,-0.131,-0.144,-0.328,0.441
0.466,-0.132,-0.143,-0.270,0.400
0.470,-0.133,-0.141,-0.428,0.403
0.474,-0.136,-0.139,-0.467,0.403
0.478,-0.137,-0.137,-0.350,0.322
0.483,-0.139,-0.137,-0.350,0.322
0.487,-0.140,-0.135,-0.290,0.381
0.491,-0.141,-0.134,-0.154,0.240
0.495,-0.141,-0.133,-0.150,0.206
0.499,-0.142,-0.132,-0.161,0.213
0.503,-0.143,-0.131,-0.158,0.242
0.508,-0.143,-0.130,-0.200,0.264
0.512,-0.144,-0.129,-0.199,0.278
0.516,-0.145,-0.128,-0.165,0.256
0.520,-0.146,-0.127,-0.117,0.157
0.524,-0.146,-0.126,-8.955E-2,0.114
0.528,-0.147,-0.126,-9.622E-2,0.135
0.533,-0.147,-0.125,-8.263E-2,0.107
0.537,-0.147,-0.125,,
0.541,,,,
0.545,-0.147,-0.125,,
0.549,-0.148,-0.124,-2.063E-2,2.853E-2
0.553,-0.148,-0.124,-6.917E-3,7.162E-3
0.557,-0.148,-0.124,6.794E-3,-1.420E-2
0.562,-0.147,-0.125,3.458E-2,-3.581E-2
0.566,-0.147,-0.125,8.239E-2,-0.121
0.570,-0.147,-0.126,0.138,-0.185
0.574,-0.146,-0.126,0.172,-0.221
0.578,-0.145,-0.127,0.178,-0.285
0.582,-0.145,-0.129,0.207,-0.264
0.587,-0.144,-0.130,0.241,-0.306
0.591,-0.143,-0.131,0.231,-0.383
0.595,-0.142,-0.133,0.271,-0.321
0.599,-0.140,-0.134,0.272,-0.242
0.603,-0.139,-0.135,0.234,-0.182
0.607,-0.138,-0.135,0.134,-0.259
0.612,-0.138,-0.137,0.172,-0.339
0.616,-0.137,-0.138,0.232,-0.300
0.620,-0.136,-0.139,0.210,-0.419
0.624,-0.135,-0.142,0.249,-0.479
0.628,-0.134,-0.143,0.310,-0.361
0.632,-0.133,-0.145,0.368,-0.402
0.637,-0.131,-0.147,0.328,-0.441
0.641,-0.130,-0.148,0.291,-0.321
0.645,-0.129,-0.149,0.310,-0.341
0.649,-0.127,-0.151,0.427,-0.442
0.653,-0.125,-0.153,0.622,-0.584
0.657,-0.122,-0.156,0.562,-0.691
0.661,-0.121,-0.159,0.519,-0.665
0.666,-0.118,-0.162,0.635,-0.455
0.670,-0.115,-0.163,0.591,-0.432
0.674,-0.113,-0.165,0.545,-0.542
0.678,-0.111,-0.167,0.480,-0.474
0.682,-0.109,-0.169,0.459,-0.407
0.686,-0.107,-0.171,0.569,-0.431
0.691,-0.104,-0.173,0.853,-0.703
0.695,-9.983E-2,-0.176,0.964,-0.705
0.699,-9.617E-2,-0.179,0.878,-0.526
0.703,-9.251E-2,-0.181,0.901,-0.504
0.707,-8.866E-2,-0.183,0.791,-0.458
0.711,-8.592E-2,-0.185,0.769,-0.413
0.716,-8.225E-2,-0.186,0.858,-0.392
0.720,-7.877E-2,-0.188,0.835,-0.458
0.724,-7.529E-2,-0.190,0.902,-0.459
0.728,-7.126E-2,-0.192,0.925,-0.371
0.732,-6.758E-2,-0.193,0.905,-0.282
0.736,-6.372E-2,-0.194,1.147,-0.375
0.741,-5.802E-2,-0.196,1.490,-0.442
0.745,-5.379E-2,-0.197,0.972,-0.217
0.749,-4.992E-2,-0.198,0.994,-0.239
0.753,-4.550E-2,-0.199,1.016,-0.262
0.757,-4.145E-2,-0.200,1.062,-0.152
0.761,-3.665E-2,-0.200,1.196,-0.110
0.765,-3.149E-2,-0.201,1.150,-0.198
0.770,-2.706E-2,-0.202,1.039,-0.240
0.774,-2.283E-2,-0.203,1.039,-0.218
0.778,-1.841E-2,-0.204,1.086,-4.115E-2
0.782,-1.378E-2,-0.204,1.152,-0.109
0.786,-8.808E-3,-0.205,1.239,-0.221
0.790,-3.458E-3,-0.205,1.263,-8.860E-2
0.795,1.717E-3,-0.205,1.220,-2.129E-2
0.799,6.707E-3,-0.206,1.000,9.347E-2
0.803,1.005E-2,-0.205,0.979,0.183
0.807,1.487E-2,-0.204,1.046,0.181
0.811,1.877E-2,-0.203,1.112,0.180
0.815,2.414E-2,-0.203,1.156,0.157
0.820,2.840E-2,-0.202,1.023,0.160
0.824,3.267E-2,-0.201,1.069,0.225
0.828,3.731E-2,-0.200,1.003,0.249
0.832,4.102E-2,-0.199,1.113,0.225
0.836,4.659E-2,-0.198,1.136,0.269
0.840,5.049E-2,-0.197,0.960,0.316
0.845,5.458E-2,-0.195,1.004,0.315
0.849,5.886E-2,-0.194,0.916,0.361
0.853,6.221E-2,-0.192,0.939,0.405
0.857,6.668E-2,-0.191,1.005,0.404
0.861,7.059E-2,-0.189,1.006,0.426
0.865,7.506E-2,-0.187,0.983,0.382
0.869,7.878E-2,-0.186,0.829,0.451
0.874,8.197E-2,-0.184,0.919,0.516
0.878,8.644E-2,-0.182,0.874,0.517
0.882,8.925E-2,-0.179,0.786,0.519
0.886,9.299E-2,-0.177,0.718,0.453
0.890,9.524E-2,-0.175,0.628,0.366
0.894,9.822E-2,-0.174,0.910,0.457
0.899,0.103,-0.172,0.933,0.578
0.903,0.106,-0.169,0.760,0.501
0.907,0.109,-0.167,0.701,0.521
0.911,0.112,-0.165,0.640,0.443
0.915,0.114,-0.164,0.620,0.444
